Tweet,preprocessed,tokenizing,polarity_score,polarity
@luciuskorr @DirectlendingMY @k_izzuddin Kat klang valley pon sama je  if tak menyewa rumah yang dekat dengan lrt  still kena ada kereta (prepare duit parking) or moto untuk sampai ke lrt. Ada jugak yang terpaksa guna grab hari2 untuk sampai lrt.,kat klang valley pon je if sewa rumah light rail transit still kena kereta prepare duit parking orang moto light rail transit juga paksa grab light rail transit,"['kat', 'klang', 'valley', 'pon', 'je', 'if', 'sewa', 'rumah', 'light', 'rail', 'transit', 'still', 'kena', 'kereta', 'prepare', 'duit', 'parking', 'orang', 'moto', 'light', 'rail', 'transit', 'juga', 'paksa', 'grab', 'light', 'rail', 'transit']",-11,negative
Pembangunan sarana infrastruktur di Jakarta sendiri tidak akan berhenti dan terus dilanjutkan  misalnya kereta LRT Jabodebek https://t.co/vJg6iWvc4u,bangun sarana infrastruktur jakarta henti lanjut kereta light rail transit jabodebek,"['bangun', 'sarana', 'infrastruktur', 'jakarta', 'henti', 'lanjut', 'kereta', 'light', 'rail', 'transit', 'jabodebek']",-11,negative
STILL KENA ADA KERETA SEBAB KORANG BINGAI BUAT MRT LRT ANYFUCKS T JAUH DARI PERUMAHAN SO STILL KENA DRIVE PASTU PARKING BEREBUT BAS PULAK MACAM BUTO PUNYA TIMING,still kena kereta korang bingai mrt light rail transit anyfucks t rumah sok still kena drive pasti parking rebut bas pula buto timing,"['still', 'kena', 'kereta', 'korang', 'bingai', 'mrt', 'light', 'rail', 'transit', 'anyfucks', 't', 'rumah', 'sok', 'still', 'kena', 'drive', 'pasti', 'parking', 'rebut', 'bas', 'pula', 'buto', 'timing']",-9,negative
Kalau tempat kerja dan rumah jauh dengan access mrt lrt? Memang kereta je la pilihan.,kerja rumah access mrt light rail transit kereta je lah pilih,"['kerja', 'rumah', 'access', 'mrt', 'light', 'rail', 'transit', 'kereta', 'je', 'lah', 'pilih']",-6,negative
@firzahusainInc Kereta cepat di resmikan  LRT di resmikan dan Pak Ganjar jadi presiden. TOP,kereta cepat resmi light rail transit resmi ganjar presiden top,"['kereta', 'cepat', 'resmi', 'light', 'rail', 'transit', 'resmi', 'ganjar', 'presiden', 'top']",10,positive
Kereta aku eksident 2 bulan masuk bengkel  dpt claim 250 je hanatt betul 😌. Penat aku turun naik lrt pagi2 pegi keje sekali dpt ciput tu je 😒,kereta eksident masuk bengkel dapat klaim je hanatt tenang penat turun light rail transit pagi pergi keje dapat ciput itu je kesal,"['kereta', 'eksident', 'masuk', 'bengkel', 'dapat', 'klaim', 'je', 'hanatt', 'tenang', 'penat', 'turun', 'light', 'rail', 'transit', 'pagi', 'pergi', 'keje', 'dapat', 'ciput', 'itu', 'je', 'kesal']",-5,negative
@firzahusainInc Luar biasa hebatnya jalan bertumpuk-tumpuk  ada kereta balap. Semua ini prasyarat moda transportasi yang terintegrasi  bukan membuat kemacetan. Memang luar biasa pak Anies yang menggombal akses jalan toll  kereta cepat  MRT  LRT bikin macet. Salam @nasdem @PDemokrat @PKSejahtera,hebat jalan tumpuk tumpuk kereta balap prasyarat moda transportasi integrasi macet anies gombal akses jalan toll kereta cepat mrt light rail transit bikin macet salam,"['hebat', 'jalan', 'tumpuk', 'tumpuk', 'kereta', 'balap', 'prasyarat', 'moda', 'transportasi', 'integrasi', 'macet', 'anies', 'gombal', 'akses', 'jalan', 'toll', 'kereta', 'cepat', 'mrt', 'light', 'rail', 'transit', 'bikin', 'macet', 'salam']",-9,negative
@Mizanzackk @Pelabur_Bijak MRT/LRT lagi slow dari kereta sebenarnya. Tapi sebab perjalanan dengan kelajuan konsisten dan tiada traffic rasa ok. Lagi satu MRT/LRT tu transport dalam bandar. Antara bandar jauh macamtu kena buat tren macam ERL/ETS/bullet train.,mrt light rail transit slow kereta jalan laju konsisten tiada traffic oke mrt light rail transit itu transport bandar bandar macamtu kena tren erl ets bullet train,"['mrt', 'light', 'rail', 'transit', 'slow', 'kereta', 'jalan', 'laju', 'konsisten', 'tiada', 'traffic', 'oke', 'mrt', 'light', 'rail', 'transit', 'itu', 'transport', 'bandar', 'bandar', 'macamtu', 'kena', 'tren', 'erl', 'ets', 'bullet', 'train']",-20,negative
@Adrianussatrio Persiapan jadi feeder buat LRT nih ya Bang?  Kampung Rambutan ini potensial bgt ya jadi terminal sentral  ketimbang Pulo Gebang yg kejauhan.  Kereta ada  TJ ada  MRT soon (amien!)  deket pintu tol juga. Strategis banget.,siap feeder light rail transit nih ya bang kampung rambutan potensial banget ya terminal sentral ketimbang pulo gebang yang jauh kereta tj mrt soon amien dekat pintu tol strategis banget,"['siap', 'feeder', 'light', 'rail', 'transit', 'nih', 'ya', 'bang', 'kampung', 'rambutan', 'potensial', 'banget', 'ya', 'terminal', 'sentral', 'ketimbang', 'pulo', 'gebang', 'yang', 'jauh', 'kereta', 'tj', 'mrt', 'soon', 'amien', 'dekat', 'pintu', 'tol', 'strategis', 'banget']",-22,negative
adakah orang bandung disini -ness ? mau tanya disana ada kereta cepat kan yah (kaya mrt/lrt/krl)   mau tanya-tanya donggg,ada orang bandung ness di sana kereta cepat ya kayak mrt light rail transit kereta listrik donggg,"['ada', 'orang', 'bandung', 'ness', 'di', 'sana', 'kereta', 'cepat', 'ya', 'kayak', 'mrt', 'light', 'rail', 'transit', 'kereta', 'listrik', 'donggg']",-11,negative
“ setia waktu susah itu mahal “ thank you for the good advice. i should appreciate her more. dulu nak dating dia kena naik grab. aku naik lrt/grab and hanya boleh pergi mall sebab nak ke tempat2 lain susah. now ada kereta senang dah bawak dia pergi mana mana,setia susah mahal terima kasih kamu for the good advice i should appreciate her more nak dating kena grab light rail transit grab and pergi mal nak susah now kereta senang sudah bawa pergi,"['setia', 'susah', 'mahal', 'terima', 'kasih', 'kamu', 'for', 'the', 'good', 'advice', 'i', 'should', 'appreciate', 'her', 'more', 'nak', 'dating', 'kena', 'grab', 'light', 'rail', 'transit', 'grab', 'and', 'pergi', 'mal', 'nak', 'susah', 'now', 'kereta', 'senang', 'sudah', 'bawa', 'pergi']",-12,negative
Nak pergi ke stesen lrt/mrt pun berpuluh kilometer dari rumah. Baik bawak motor atau kereta sendiri,nak pergi stesen light rail transit mrt puluh kilometer rumah bawa motor kereta,"['nak', 'pergi', 'stesen', 'light', 'rail', 'transit', 'mrt', 'puluh', 'kilometer', 'rumah', 'bawa', 'motor', 'kereta']",-8,negative
Divisi LRT Jabodebek PT Kereta Api Indonesia (KAI) memastikan Kementerian Perhubungan telah menetapkan tarif untuk operasional penuh secara komersial pada Agustus 2023. Nantinya  pengguna LRT Jabodebek akan dikenakan tarif Rp5.000 https://t.co/GlfiGdbyGD,divisi light rail transit jabodebek pt kereta api indonesia kau menteri hubung tetap tarif operasional penuh komersial agustus guna light rail transit jabodebek kena tarif rupiah,"['divisi', 'light', 'rail', 'transit', 'jabodebek', 'pt', 'kereta', 'api', 'indonesia', 'kau', 'menteri', 'hubung', 'tetap', 'tarif', 'operasional', 'penuh', 'komersial', 'agustus', 'guna', 'light', 'rail', 'transit', 'jabodebek', 'kena', 'tarif', 'rupiah']",-3,negative
LRT - MRT - Kereta Cepat  Mana yang Paling Cepat Balik Modal? https://t.co/Qe5PHbd0Fx https://t.co/BGPvGVqKhB,light rail transit mrt kereta cepat cepat modal,"['light', 'rail', 'transit', 'mrt', 'kereta', 'cepat', 'cepat', 'modal']",-5,negative
fitur di homepage — kereta antar kota dan lokal masih sama sih detail awalnya.  yang krl sekarang bisa buat beli tiket juga (yg versi kemaren setau gue gabisa)  yg bandara langsung direct ke web kai bandara.  buat fitur lrt sama kcic masih coming soon. https://t.co/KNuzrDuPci,fitur homepage kereta kota lokal sih detail kereta listrik beli tiket yang versi kemarin tahu gue tidak bisa yang bandara langsung direct web kau bandara fitur light rail transit kcic coming soon,"['fitur', 'homepage', 'kereta', 'kota', 'lokal', 'sih', 'detail', 'kereta', 'listrik', 'beli', 'tiket', 'yang', 'versi', 'kemarin', 'tahu', 'gue', 'tidak', 'bisa', 'yang', 'bandara', 'langsung', 'direct', 'web', 'kau', 'bandara', 'fitur', 'light', 'rail', 'transit', 'kcic', 'coming', 'soon']",-20,negative
Bogor yg kota aja pelayanan publik gak selalu seenak Jakarta. Transportasi apalagi  alternatif transportasi untuk daerah ke daerah gak banyak.  Lu jakarta udh ada tol dlm kota  MRT LRT KERETA  BUSWAY  jaklingko. Ojek online aja variasinya byk  taksi ada.  Bagai langit &amp  bumi anjr,bogor yang kota saja layan publik tidak enak jakarta transportasi alternatif transportasi daerah daerah tidak kamu jakarta sudah tol dalam kota mrt light rail transit kereta busway jaklingko ojek online saja variasi banyak taksi langit amp bumi anjr,"['bogor', 'yang', 'kota', 'saja', 'layan', 'publik', 'tidak', 'enak', 'jakarta', 'transportasi', 'alternatif', 'transportasi', 'daerah', 'daerah', 'tidak', 'kamu', 'jakarta', 'sudah', 'tol', 'dalam', 'kota', 'mrt', 'light', 'rail', 'transit', 'kereta', 'busway', 'jaklingko', 'ojek', 'online', 'saja', 'variasi', 'banyak', 'taksi', 'langit', 'amp', 'bumi', 'anjr']",-22,negative
@miraclemile11 Diskusinya agak panjang kl soal ini😁 RK itu kekuatannya di presentasi  khususnya di media kl ditelusuri rekam jejaknya bnyk bgt statement dia ni yg sama sekali gak jd apa2  yg plg dahsyat adlh underpas gasibu  LRT  kereta bdg ke arah selatan  dll proyek2 yg ada itu pny pusat,diskusi kalau initawa rk kuat presentasi media kalau telusur rekam jejak banyak banget nyata nih yang tidak jadi yang pulang dahsyat adalah underpas gasibu light rail transit kereta bandung arah selatan dan lain lain proyek yang punya pusat,"['diskusi', 'kalau', 'initawa', 'rk', 'kuat', 'presentasi', 'media', 'kalau', 'telusur', 'rekam', 'jejak', 'banyak', 'banget', 'nyata', 'nih', 'yang', 'tidak', 'jadi', 'yang', 'pulang', 'dahsyat', 'adalah', 'underpas', 'gasibu', 'light', 'rail', 'transit', 'kereta', 'bandung', 'arah', 'selatan', 'dan', 'lain', 'lain', 'proyek', 'yang', 'punya', 'pusat']",-39,negative
@Pelabur_Bijak Masa belajar KL.  LRT is my transportation tool at the moment study at KL when I haven got car yet.   MRT belum try lagi   tapi I think if we able to utilised it   ada kereta ke tidak dah tak jadi masalah.,ajar kalau light rail transit is my transportation tool at the momen study at kalau when i haven got car yet mrt try i think if we able to utilised it kereta sudah,"['ajar', 'kalau', 'light', 'rail', 'transit', 'is', 'my', 'transportation', 'tool', 'at', 'the', 'momen', 'study', 'at', 'kalau', 'when', 'i', 'haven', 'got', 'car', 'yet', 'mrt', 'try', 'i', 'think', 'if', 'we', 'able', 'to', 'utilised', 'it', 'kereta', 'sudah']",-10,negative
Public transport ni bukan LRT n MRT je.   Bus pun public transport juga. Era 80 an dulu boleh. Tiap ceruk kampung ada.   Tapi kalau pikir 🇲🇾 yg incompetent  tak hormat masa org  tak sistematik memang betul la. Betul la patut ada kereta.,publik transport nih light rail transit dan mrt je bus publik transport era an ceruk kampung pikir yang incompetent hormat orang sistematik lah lah patut kereta,"['publik', 'transport', 'nih', 'light', 'rail', 'transit', 'dan', 'mrt', 'je', 'bus', 'publik', 'transport', 'era', 'an', 'ceruk', 'kampung', 'pikir', 'yang', 'incompetent', 'hormat', 'orang', 'sistematik', 'lah', 'lah', 'patut', 'kereta']",-19,negative
@firzahusainInc Ini kereta nanti seperti kereta LRT di palembang hidup segan mati tak mau besar pasak daripada tiang nya.,kereta kereta light rail transit palembang hidup segan mati pasak tiang nya,"['kereta', 'kereta', 'light', 'rail', 'transit', 'palembang', 'hidup', 'segan', 'mati', 'pasak', 'tiang', 'nya']",-15,negative
@Pelabur_Bijak masa gaji 2k saya tak pakai kereta tapi pakai motor and naik lrt monthly RM100 tu. Dah gaji 4k baru je beli kereta sbb anon kena fikir banyak benda bukan minyak + tol sahaja.,gaji k pakai kereta pakai motor and light rail transit monthly rm itu sudah gaji k je beli kereta sebab anon kena pikir benda minyak tol sahaja,"['gaji', 'k', 'pakai', 'kereta', 'pakai', 'motor', 'and', 'light', 'rail', 'transit', 'monthly', 'rm', 'itu', 'sudah', 'gaji', 'k', 'je', 'beli', 'kereta', 'sebab', 'anon', 'kena', 'pikir', 'benda', 'minyak', 'tol', 'sahaja']",-11,negative
@karvanpy @horangshuji sekalian tahun ini bisa mrt  lrt sama kereta cepat kak biar doanya ga setengah²😭,mrt light rail transit kereta cepat kak biar doa tidak tangis,"['mrt', 'light', 'rail', 'transit', 'kereta', 'cepat', 'kak', 'biar', 'doa', 'tidak', 'tangis']",-14,negative
Kenapa rumah mewah dkt dgn train/lrt? Org kaya je ke ada privilege to use it? So org yg tak berduit ni dah la kereta takde  nk access public transport pun kena ada duit nk sewa rumah 🫠,rumah mewah dekat dengan train light rail transit orang kayak je privilege to use it sok orang yang duit nih sudah lah kereta tak ada natural killer access publik transport kena duit natural killer sewa rumah,"['rumah', 'mewah', 'dekat', 'dengan', 'train', 'light', 'rail', 'transit', 'orang', 'kayak', 'je', 'privilege', 'to', 'use', 'it', 'sok', 'orang', 'yang', 'duit', 'nih', 'sudah', 'lah', 'kereta', 'tak', 'ada', 'natural', 'killer', 'access', 'publik', 'transport', 'kena', 'duit', 'natural', 'killer', 'sewa', 'rumah']",-20,negative
LRT &amp  MRT adalah privileges orang Lembah Klang.  Fresh Grads negeri lain nak kerja tak ada pilihan ni  kena naik kereta atau motor.  Survival skills diaorang ni tinggi sikit Ramai juga perempuan  baru grad bawa motor 20km-30km tiap hari untuk masuk kerja.Itu normal rupanya di…,light rail transit amp mrt privileges orang lembah klang fresh grads negeri nak kerja pilih nih kena kereta motor survival skills diaorang nih sikit ramai perempuan grad bawa motor km km masuk kerja normal,"['light', 'rail', 'transit', 'amp', 'mrt', 'privileges', 'orang', 'lembah', 'klang', 'fresh', 'grads', 'negeri', 'nak', 'kerja', 'pilih', 'nih', 'kena', 'kereta', 'motor', 'survival', 'skills', 'diaorang', 'nih', 'sikit', 'ramai', 'perempuan', 'grad', 'bawa', 'motor', 'km', 'km', 'masuk', 'kerja', 'normal']",-17,negative
Tenang aja untuk Moestners yang penasaran pengen coba kereta cepat tapi belum sempat  LRT ini akan kembali beroperasi pada tanggal 29 Juli mendatang. Hayo siapa yang excited mau coba LRT?☝️ #Newsghenic https://t.co/sECn1OpUpW,tenang saja moestners penasaran ingin coba kereta cepat light rail transit operasi tanggal juli hayo excited coba light rail transit newsghenic,"['tenang', 'saja', 'moestners', 'penasaran', 'ingin', 'coba', 'kereta', 'cepat', 'light', 'rail', 'transit', 'operasi', 'tanggal', 'juli', 'hayo', 'excited', 'coba', 'light', 'rail', 'transit', 'newsghenic']",-4,negative
@3d_daw @horangshuji Kalau BRT itu transjakarta ka  kalau MRT sama LRT sama sama kereta cuman kaya beda rute  beda jenis kereta gitu juga setauku.,brt transjakarta kakak mrt light rail transit kereta cuma kayak beda rute beda jenis kereta begitu tahu,"['brt', 'transjakarta', 'kakak', 'mrt', 'light', 'rail', 'transit', 'kereta', 'cuma', 'kayak', 'beda', 'rute', 'beda', 'jenis', 'kereta', 'begitu', 'tahu']",-20,negative
Salfok sama lrt.nya Baru tau ada lrt gini.  Ini tuh buat yg kemana tah ? Apa kereta bandara ?,salah fokus light rail transit nya tau light rail transit begini itu yang mana tah kereta bandara,"['salah', 'fokus', 'light', 'rail', 'transit', 'nya', 'tau', 'light', 'rail', 'transit', 'begini', 'itu', 'yang', 'mana', 'tah', 'kereta', 'bandara']",-15,negative
@adriansyahyasin Wow KAI masih nempelin tulisan +jakarta di situ yang biasanya langka skrg😂  btw semoga lrt boleh bawa sepeda kedalam kereta biar kayak mrt,wah kau nempelin tulis jakarta situ langka skrgtawa lucu by the way moga light rail transit bawa sepeda ke dalam kereta biar kayak mrt,"['wah', 'kau', 'nempelin', 'tulis', 'jakarta', 'situ', 'langka', 'skrgtawa', 'lucu', 'by', 'the', 'way', 'moga', 'light', 'rail', 'transit', 'bawa', 'sepeda', 'ke', 'dalam', 'kereta', 'biar', 'kayak', 'mrt']",-9,negative
@zonempty Hahahaha itu MRT  bukan LRT  Kalo LRT daftar dulu wkwkwk sama kek Kereta Cepat,haha mrt light rail transit kalau light rail transit daftar wkwk kayak kereta cepat,"['haha', 'mrt', 'light', 'rail', 'transit', 'kalau', 'light', 'rail', 'transit', 'daftar', 'wkwk', 'kayak', 'kereta', 'cepat']",-10,negative
@redicreta nahh  klo bisa stasiun krlnya tuh juga nyambung sama lrt 😭 soalnya stasiun kereta palembang saat ini jauh bgt  transport umum yang lewat ga ramah bawa barang banyak,nah kalau stasiun krlnya itu sambung light rail transit tangis stasiun kereta palembang banget transport tidak ramah bawa barang,"['nah', 'kalau', 'stasiun', 'krlnya', 'itu', 'sambung', 'light', 'rail', 'transit', 'tangis', 'stasiun', 'kereta', 'palembang', 'banget', 'transport', 'tidak', 'ramah', 'bawa', 'barang']",-20,negative
@horangshuji @Dyonz_ Juga coba LRT dan Kereta Bandara. Bisa turun MRT di stasiun dukuh atas.,coba light rail transit kereta bandara turun mrt stasiun dukuh,"['coba', 'light', 'rail', 'transit', 'kereta', 'bandara', 'turun', 'mrt', 'stasiun', 'dukuh']",-5,negative
@karvanpy @horangshuji Sabar dan kawal terus IKN  entar pasti gak cuma KRL  tapi juga MRT  LRT dan kereta cepat 👌,sabar kawal ikn nanti tidak kereta listrik mrt light rail transit kereta cepat oke,"['sabar', 'kawal', 'ikn', 'nanti', 'tidak', 'kereta', 'listrik', 'mrt', 'light', 'rail', 'transit', 'kereta', 'cepat', 'oke']",-9,negative
@jaegar00 Salah ttp salah. Tgk la flat bdr tun razak tu. Dh buat lrt  bas feeder  sibuk beli kereta byk2.,salah tetap salah tegak lah flat bdr tun razak itu sudah light rail transit bas feeder sibuk beli kereta banyak,"['salah', 'tetap', 'salah', 'tegak', 'lah', 'flat', 'bdr', 'tun', 'razak', 'itu', 'sudah', 'light', 'rail', 'transit', 'bas', 'feeder', 'sibuk', 'beli', 'kereta', 'banyak']",-18,negative
@joonfa612 @horangshuji Pelan2 kak. Kebutuhan yg sekarang lebih urgent itu bikin jalan tol buat distribusi. Selanjutnya pasti dibangun jalur kereta. Nah baru deh bisa dibuat krl atau lrt untuk skala antar wilayah lingkup kecil. Di jawa saja krl baru bagus 10 tahun kebelakang,pelan kak butuh yang urgent bikin jalan tol distribusi bangun jalur kereta deh kereta listrik light rail transit skala wilayah lingkup jawa kereta listrik bagus belakang,"['pelan', 'kak', 'butuh', 'yang', 'urgent', 'bikin', 'jalan', 'tol', 'distribusi', 'bangun', 'jalur', 'kereta', 'deh', 'kereta', 'listrik', 'light', 'rail', 'transit', 'skala', 'wilayah', 'lingkup', 'jawa', 'kereta', 'listrik', 'bagus', 'belakang']",-30,negative
PT KAI selaku operator akan menambah frekuensi perjalanan kereta selama uji coba LRT Jabodetabek. https://t.co/4FTqIhzXRI,pt kau operator tambah frekuensi jalan kereta uji coba light rail transit jabodetabek,"['pt', 'kau', 'operator', 'tambah', 'frekuensi', 'jalan', 'kereta', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodetabek']",1,positive
@adriansyahyasin Kalo bawa sepeda lipet ke dalam kereta LRT boleh tdk?,kalau bawa sepeda lipet kereta light rail transit tidak,"['kalau', 'bawa', 'sepeda', 'lipet', 'kereta', 'light', 'rail', 'transit', 'tidak']",-12,negative
LRT Jabodebek Baru Balik Modal 13 Tahun  PT Kereta Api Indonesia (Persero) atau KAI menyebut proyek LRT Jabodebek dapat balik modal setelah 13 tahun beroperasi. https://t.co/lHTDssxL45,light rail transit jabodebek modal pt kereta api indonesia persero kau sebut proyek light rail transit jabodebek modal operasi,"['light', 'rail', 'transit', 'jabodebek', 'modal', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'kau', 'sebut', 'proyek', 'light', 'rail', 'transit', 'jabodebek', 'modal', 'operasi']",-3,negative
Blue Bird (BIRD) Incar Peluang di Stasiun Kereta Cepat &amp  LRT Jabodebek https://t.co/wW6XLpO7rR,blue bird bird incar peluang stasiun kereta cepat amp light rail transit jabodebek,"['blue', 'bird', 'bird', 'incar', 'peluang', 'stasiun', 'kereta', 'cepat', 'amp', 'light', 'rail', 'transit', 'jabodebek']",-4,negative
Test naik lrt gi office baru and I've concluded that baik aku naik kereta je wkwkwkwkwkwk,tes light rail transit lagi office and i ve concluded that kereta je wkwkwkwkwkwk,"['tes', 'light', 'rail', 'transit', 'lagi', 'office', 'and', 'i', 've', 'concluded', 'that', 'kereta', 'je', 'wkwkwkwkwkwk']",-7,negative
Paska Jokowi lengser  cabut UU Omnibus law Cipta Kerja   UU Kesehatan  revisi UU Minerba  revisi UU KPK  batalkan IKN  Audit Kereta Cepat  LRT Palembang dan seluruh proyek infrastruktur  serta wajibkan TKA berbahasa Indonesia !,paska jokowi lengser pergi undang undang omnibus law cipta kerja undang undang sehat revisi undang undang minerba revisi undang undang komisi berantas korupsi batal ikn audit kereta cepat light rail transit palembang proyek infrastruktur wajib tenaga kerja asing bahasa indonesia,"['paska', 'jokowi', 'lengser', 'pergi', 'undang', 'undang', 'omnibus', 'law', 'cipta', 'kerja', 'undang', 'undang', 'sehat', 'revisi', 'undang', 'undang', 'minerba', 'revisi', 'undang', 'undang', 'komisi', 'berantas', 'korupsi', 'batal', 'ikn', 'audit', 'kereta', 'cepat', 'light', 'rail', 'transit', 'palembang', 'proyek', 'infrastruktur', 'wajib', 'tenaga', 'kerja', 'asing', 'bahasa', 'indonesia']",4,positive
PT Kereta Api Indonesia (KAI) akan mengoperasikan seluruh jalur kereta Light Rail Transit (LRT) Jabodebek mulai 18 Agustus 2023.  https://t.co/DAnnSJlmUY,pt kereta api indonesia kau operasi jalur kereta light rail transit light rail transit jabodebek agustus,"['pt', 'kereta', 'api', 'indonesia', 'kau', 'operasi', 'jalur', 'kereta', 'light', 'rail', 'transit', 'light', 'rail', 'transit', 'jabodebek', 'agustus']",-9,negative
@cardibjordan @Beberuruang Hahah petaling street tu dari azali memang sesak. Dulu dulu sebelum rapidkl pon orang naik bas je turun situ. Ataupun naik lrt  turun kat Masjid Jamek lepastu jalan ke situ. Personally I tak pernah naik kereta ke sana. Kalau lalu kat sana dengan kereta pernah la.,haha petaling street itu azali sesak rapidkl pon orang bas je turun situ light rail transit turun kat masjid jamek telah itu jalan situ personally i kereta kat kereta lah,"['haha', 'petaling', 'street', 'itu', 'azali', 'sesak', 'rapidkl', 'pon', 'orang', 'bas', 'je', 'turun', 'situ', 'light', 'rail', 'transit', 'turun', 'kat', 'masjid', 'jamek', 'telah', 'itu', 'jalan', 'situ', 'personally', 'i', 'kereta', 'kat', 'kereta', 'lah']",-16,negative
@firzahusainInc KAMI REGU A DARI KUMPULAN INFRASTRUKTUR HEBAT YANG DIBANGUN PRESIDEN JOKOWI DENGAN JURU BICARA: TOL LAYANG KEREN MBZ    DAN DIDAMPINGI SEBELAH KANAN SAYA: LRT JABODEBEK CIAMIK    DI SEBELAH KIRI SAYA KERETA API CEPAT JAKARTA BANDUNG FANTASTIC  PROK... PROK... PROK...,regu a kumpul infrastruktur hebat bangun presiden jokowi juru bicara tol layang keren mbz damping belah kanan light rail transit jabodebek indah belah kiri kereta api cepat jakarta bandung fantastis prok prok prok,"['regu', 'a', 'kumpul', 'infrastruktur', 'hebat', 'bangun', 'presiden', 'jokowi', 'juru', 'bicara', 'tol', 'layang', 'keren', 'mbz', 'damping', 'belah', 'kanan', 'light', 'rail', 'transit', 'jabodebek', 'indah', 'belah', 'kiri', 'kereta', 'api', 'cepat', 'jakarta', 'bandung', 'fantastis', 'prok', 'prok', 'prok']",-11,negative
Uji Coba LRT Jabodebek Disetop Sementara  Begini Penjelasan KAI   PT Kereta Api Indonesia (Persero) alias KAI mengonfirmasi bahwa uji coba operasional terbatas LRT Jabodebek dihentikan sementara pada 17-20 Juli 2023. https://t.co/wQxrqtV84E,uji coba light rail transit jabodebek setop jelas kau pt kereta api indonesia persero alias kau konfirmasi uji coba operasional batas light rail transit jabodebek henti juli,"['uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'setop', 'jelas', 'kau', 'pt', 'kereta', 'api', 'indonesia', 'persero', 'alias', 'kau', 'konfirmasi', 'uji', 'coba', 'operasional', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'henti', 'juli']",-4,negative
Kurangi macet &amp  kerusakan jalan  bangun bbrp alternatif transportasi umum spt Kereta Gantung-LRT-Jalur Motor Layang di atas Trotoar-Jalur Khusus Sepeda-Trem Tengah Kota dll  shg kurangi kerusakan jalan &amp  kurangi macet juga. Utk wilayah pesisir  angkutan logistik lewat laut.,kurang macet amp rusa jalan bangun beberapa alternatif transportasi surat pemberitahuan tahun kereta gantung light rail transit jalur motor layang trotoar jalur khusus sepeda trem kota dan lain lain sehingga kurang rusa jalan amp kurang macet untuk wilayah pesisir angkut logistik laut,"['kurang', 'macet', 'amp', 'rusa', 'jalan', 'bangun', 'beberapa', 'alternatif', 'transportasi', 'surat', 'pemberitahuan', 'tahun', 'kereta', 'gantung', 'light', 'rail', 'transit', 'jalur', 'motor', 'layang', 'trotoar', 'jalur', 'khusus', 'sepeda', 'trem', 'kota', 'dan', 'lain', 'lain', 'sehingga', 'kurang', 'rusa', 'jalan', 'amp', 'kurang', 'macet', 'untuk', 'wilayah', 'pesisir', 'angkut', 'logistik', 'laut']",-35,negative
Cung  yang udah kebagian uji coba LRT Jabodebek?  Uji coba Terbatas LRT Jabodebek akan dihentikan sementara pada 17-20 Juli 2023. Kemenhub dan Kereta Api Indonesia (KAI) selaku operator LRT Jabodebek tengah melakukan perbaikan.  #ujicobalrtjabodebek #lrtjabodebek #medcomid https://t.co/p3vTXG8QSP,cung sudah bagi uji coba light rail transit jabodebek uji coba batas light rail transit jabodebek henti juli kemenhub kereta api indonesia kau operator light rail transit jabodebek baik ujicobalrtjabodebek lrtjabodebek medcomid,"['cung', 'sudah', 'bagi', 'uji', 'coba', 'light', 'rail', 'transit', 'jabodebek', 'uji', 'coba', 'batas', 'light', 'rail', 'transit', 'jabodebek', 'henti', 'juli', 'kemenhub', 'kereta', 'api', 'indonesia', 'kau', 'operator', 'light', 'rail', 'transit', 'jabodebek', 'baik', 'ujicobalrtjabodebek', 'lrtjabodebek', 'medcomid']",-4,negative
Bina tolong tanya followers you yang duduk kl. I nak tanya boleh ke park kereta dekat lrt abdullah hukum? Free ke… — korang mohon bantuan https://t.co/te53YotsEn,bina tolong ikut kamu duduk kalau i nak park kereta light rail transit abdullah hukum free korang mohon bantu,"['bina', 'tolong', 'ikut', 'kamu', 'duduk', 'kalau', 'i', 'nak', 'park', 'kereta', 'light', 'rail', 'transit', 'abdullah', 'hukum', 'free', 'korang', 'mohon', 'bantu']",-8,negative
Kendaraan Kereta Ringan Aglomerasi . .  PT Kereta Api Indonesia KAI LRT Jabodebek BK| DUKUH ATAS - JATIMULYA PT INKA 📍Dukuh Atas https://t.co/30xtgBRpMS,kendara kereta ringan aglomerasi pt kereta api indonesia kau light rail transit jabodebek buku dukuh jatimulya pt inka lokasidukuh,"['kendara', 'kereta', 'ringan', 'aglomerasi', 'pt', 'kereta', 'api', 'indonesia', 'kau', 'light', 'rail', 'transit', 'jabodebek', 'buku', 'dukuh', 'jatimulya', 'pt', 'inka', 'lokasidukuh']",-5,negative
Kemenhub dan Kereta Api Indonesia (KAI)  selaku operator LRT Jabodebek  tengah melakukan perbaikan pada sarana  prasarana kereta  termasuk soal sistem kereta dan akses layanan.  https://t.co/9vfqbWPNHr,kemenhub kereta api indonesia kau operator light rail transit jabodebek baik sarana prasarana kereta sistem kereta akses layan,"['kemenhub', 'kereta', 'api', 'indonesia', 'kau', 'operator', 'light', 'rail', 'transit', 'jabodebek', 'baik', 'sarana', 'prasarana', 'kereta', 'sistem', 'kereta', 'akses', 'layan']",-7,negative
