Date,Tweet,label,gol_korupsi
6/27/2023,kakak tersangka korupsi pe ambangan pt antam memenuhi panggilan tim penyidik upaya paksa,negatif,Hujatan
6/27/2023,asalamualaikum alaikum back up kekuatan pasukan sikat tindak pidana korupsi indonesia besok petinggi kantor membahas presiden,negatif,kesehatan
6/27/2023,intelektual adil pendukung ganjar bilang korupsi e kakak tanda penduduk suka porno,negatif,Pendidikan
6/27/2023,korupsi bts aliran dana 70 milyar sugiono wakil ketua ai gerindra mengenal nama irwan windi duarrrr rembesannya,negatif,Hujatan
6/27/2023,aslinya umur 13 nder anaknya korupsi umur,negatif,Hujatan
6/27/2023,sedih pegawai pajak korupsi pikir sedih rakyat,negatif,Hujatan
6/27/2023,kerjaannya kayaknya cabul nih bekukan korupsi otaknya ada perut,negatif,Hujatan
6/27/2023,1 pembangunan 2 kebutuhan mendesak 3 pemborosan anggaran pendapatan belanja negara 4 peluang korupsi tingkat milyar triliun 5 ada indikasi main mata cina,negatif,kesehatan
6/27/2023,saudara korupsi mengurus komisi pemberantasan korupsi polisi satuan polisi pp,negatif,Pendidikan
6/27/2023,pejabatnya diogenes korupsi sayang diogenes pejabat,negatif,Hujatan
6/27/2023,badan nya gendong air makan kerjaannya duit korupsi,negatif,Hujatan
6/27/2023,jalan tol selesai selesai korupsi orang sumbar membenci perbuatan sepe i salahkan adat basandi sarak sarak basandi kitabullah usut korupsi miskin tembak orangnya,negatif,infrastruktur
6/27/2023,bini hak orang sempatnya korupsi rrungkaaad wakanda,negatif,Hujatan
6/27/2023,anjing digaji gede dikasih kepercayaan berantas korupsi sampah,negatif,Ekonomi
6/27/2023,korupsi lahir nalar pragmatisme pragmatisme nalar penuh pe imbangan rasional etis condong memiliki tendensi material hormat esensial aksiologis patuh pe imbangan logis,negatif,Hujatan
6/27/2023,korupsi alwi,negatif,Hujatan
6/27/2023,aneh kadernya korupsi introspeksi perbaikan nasional demokrat olah terzalimi,negatif,Hujatan
6/27/2023,kabar pejuh tercecer penegakan korupsi membuang pejuh sembarangan asuuuuuuuuu,negatif,Hukum
6/27/2023,berengsek ya korupsi berjemaah,negatif,Hujatan
6/27/2023,mari korupsi bareng bareng bang,negatif,Hujatan
6/27/2023,pejabat ada hati nurani sibuk berpestapora berbagi uang korupsi,negatif,Hujatan
6/27/2023,anis memiliki prsstasi korupsi kader ai demokrasi indonesia perjuangan prestasi korupsi nya,negatif,Hujatan
6/27/2023,pakai tppu pelakunys dibanding korupsi e kakak tanda penduduk,negatif,Hujatan
6/27/2023,orang goblok korupsi,negatif,Hujatan
6/27/2023,keenam skenario kenyataanya memenuhi unsur pidana korupsi saksi ahli pidana dihadirkan mendukung delik pidana disematkan anies,negatif,Hukum
6/27/2023,infrastruktur ada korupsi dimenit sumber orang lurah,negatif,Hujatan
6/27/2023,hukuman layak pemerkosaan korupsi,negatif,Hujatan
6/27/2023,5 berlaku umno tumbang terdedah korupsi najib umno berlaku khianat bersatu madey midin covid melanda ekonomi jatuh teruk be ukar mael penyu post covid berlaku 9 najib memerintah bangang,negatif,Hujatan
6/27/2023,gubernur papua nonaktif lukas enembe diduga duit anggaran pendapatan belanja daerah anggaran pendapatan belanja daerah provinsi papua berjudi singapura dikemukakan wakil ketua komisi pemberantasan korupsi komisi pemberantasan korupsi alexander marwata seiring upaya komisi pemberantasan korupsi,negatif,Polisi
6/27/2023,rugian korupsi anjing ketahuan,negatif,Ekonomi
6/27/2023,komitmen lpka bandar lampung mendukung pembangunan zona integritas wilayah bebas korupsi wbk wilayah birokrasi bersih melayani wbbm,negatif,kesehatan
6/27/2023,sakit nya ketahuan korupsi ketahuan ya sehat bosan masyarakat koruptor sakit ditangkap disidang masuk rumah tahanan sehat rumah tahanan mukanya bahagia penyesalan,negatif,kesehatan
6/27/2023,penerimaan pajak melandai penerimaan kepabeanan cukai anjlok akibat banyaknya korupsi dilingkungan smi gagal memimpin kementerian keuangan,negatif,kesehatan
6/27/2023,pegawai rumah tahanan dipecat prinsip dasar memberantas korupsi,negatif,kesehatan
6/27/2023,korupsi wajib tangkap pribumi,negatif,Hujatan
6/27/2023,penyidikan dugaan korupsi dana hibah koni lampung 2020 berjalan setahun lengkapnya baca,negatif,infrastruktur
6/27/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi ri merampas aset mantan rektor unila karomani gedung lampung nahdliyin center lnc bandarlampung senin 26 6 2023,negatif,infrastruktur
6/27/2023,demotifasi pegawai jujur kena imbas berita korupsi bombastis segelintir oknum gara gara sih mahfud,negatif,Hujatan
6/27/2023,denny indrayana jokowi lakukan korupsi memperdagangkan pengaruh dimakzulkan,negatif,Pendidikan
6/27/2023,menyuruh pihak2 internal integritas anti korupsi terlibat dibuka transparan publik membayar pajak menggaji fasilitas tunjukkan akuntabilitas,negatif,infrastruktur
6/27/2023,korupsi rumah tahanan lembaga anti korupsi pungutan liar terbongkarnya tindak asusila arafah fuji pm alwi ivan gunawan butet idul adha jawa pandeglang heru cilacap blackpink,negatif,kesehatan
6/27/2023,uang rakyat korupsi pejabat,negatif,Hujatan
6/27/2023,ppatk menelusuri menyuap menerima pungutan liar waltah pengawal tahanan bernama iya diselidiki diperiksa komisi pemberantasan korupsi menyuruh integritas anti korupsi komisi pemberantasan korupsi,negatif,kesehatan
6/27/2023,foto gubernur papua nonaktif lukas enembe ditetapkan tersangka tppu barang bukti uang hasil korupsi lukas dipamerkan komisi pemberantasan korupsi,negatif,Polisi
6/27/2023,bergerak merampok negeri sang raja korupsi,negatif,Ekonomi
6/27/2023,kejaksaan kejati lampung menyelidiki dugaan korupsi dana lembaga penelitian pengabdian masyarakat universitas lampung lppm unila 2020 2022 lengkapnya baca,negatif,Pendidikan
6/27/2023,urus dokumen sogok entu kakak tanda penduduk kakak sogok kamuflase pelayanan terpadu online mal pelayanan diarahkan sogok alasan ada blanko pegawai negeri sipil korupsi komisi pemberantasan korupsi dipreteli,negatif,kesehatan
6/27/2023,hukum pandang bulu rekening perusahaan suami puan maharani dibekukan terkait korupsi bts kominfo,negatif,Hujatan
6/27/2023,tersangka korupsi bts duit 70 disetor staf ahli sugiono wakil ketua gerindra,negatif,Hujatan
6/27/2023,pembelaan kuasa hukum tersangka korupsi pemerintah kabupaten serang,negatif,Ekonomi
6/27/2023,kepala dinas bpkad kabupaten serang ditahan diduga korupsi,negatif,Ekonomi
6/27/2023,nggagas lurr ameh doo korupsi korupsi o nek nduwe hati dongakne maling umurnya kondisi lumpuh,negatif,Hujatan
6/27/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi pamerkan duit sitaan tindak pidana pencucian uang tppu diduga gubernur papua nonaktif lukas enembe senilai rp81 6 miliar berbentuk rupiah mata uang asing uang senilai rp81 628 693 000 ada,negatif,Pendidikan
6/27/2023,birokratnya pelaksana nya rusak lembaganya bagus memberantas korupsi,negatif,Ekonomi
6/27/2023,9 hancur desa korupsi aparat desa leluasa mencengkram bagusnya kepala desa lurah dikota biar bikin ribut rakyat luara permusuhannya,negatif,Sosial
6/27/2023,lemahnya pengawasan aturan longgar korupsi marak berduit jabatan gampang atur penyakit akut menjalar hehe,negatif,kesehatan
6/27/2023,bahas anies ganjar biarkan beribadah coba kulik korupsi plate melempem jon,negatif,Hujatan
6/27/2023,dunia sih uban hobinya menonton video porno terima uang korupsi e kakak tanda penduduk,negatif,Hujatan
6/27/2023,pengadilan negeri jakpus jadwalkan sidang dugaan korupsi bts kominfo selasa besok,negatif,Hukum
6/27/2023,permasalahannya om coba om bima kader aman haha om om bu risma kemana om mati gara gara korupsi bansos beras alamat diusut,negatif,Ekonomi
6/27/2023,berani anggaran terbuka korupsi kelebihan bayar alasannya dasar jual ayat mayat kerja fakta nyata,negatif,Ekonomi
6/27/2023,dasar manusia sampah malu koar koar berani negeri gelar prof ada tersangka korupsi malu berkoar koar ya,negatif,Ekonomi
6/27/2023,medan kota nomor 1 tingkat kriminalitas te inggi peredaran narkotika no 1 korupsi no 3 gotham city indonesia,negatif,Hujatan
6/27/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi mengeklaim aksi bersih bersih seiring mencuatnya pungutan liar pungutan liar rumah tahanan rumah tahanan lembaga antirasuah salah satunya menyisir unit kerja ada,negatif,kesehatan
6/27/2023,kasihani umat muhammad klirukan kekeliruan nalar sp i nahi munkar amar ruf tegakkan mengangsur2xkan hal2x bejat konsekuensi logisnya tetaplah salat korupsi mencuri tiduri istri orang durhaka o istri,negatif,Hujatan
6/27/2023,kedzaliman ada ada korupsi masal,negatif,Hujatan
6/27/2023,ganjar anti korupsi contoh fuji alwi pandeglang cilacap arafah jawa hybe senin butet idul adha pm ivan gunawan july october chanyeol dokyeom heru,negatif,Hujatan
6/27/2023,bang denny masuk istana susilo bambang yudhoyono bilang wilayah sulit ditembus aksi pemberantasan korupsi istana cendana senjata pengusaha naga eh staf khusus presiden deh semoga sehat bang denny,negatif,Polisi
6/27/2023,haji nya gratis pemerintah memfitnah kementerian agama nya tukang fitnah hoaks ya kader ai korupsi sapi nama nya hahahahaahahahah,negatif,Hujatan
6/27/2023,rakyat malas bayar pajak karenakan korupsi,negatif,Hujatan
6/27/2023,oi ngebacod murahan mu laku mu bisah leluasa korupsi nya ada dasar pengecut,negatif,Hujatan
6/27/2023,profesor pengecut didepo asi berstarus tersangka korupsi payment gateway,negatif,Hujatan
6/27/2023,katagori korupsi,negatif,Hujatan
6/27/2023,sekretariat jenderal nasional demokrat busuk korupsi,negatif,Ekonomi
6/27/2023,ketangkep korupsi kaum salip penyembah yesus sambo rafael alun yuliari batu bara jhoni plate pendukung anies muslim kadrun radikal arap cebong bisseer giring opini publik jatuhkan anis cerdaslh,negatif,Hujatan
6/27/2023,sukses ganjar semoga ri 1 ri 1 tolong korupsi intoleransi beresi,negatif,Ekonomi
6/27/2023,pejabat korup bergelimang a proyek proyek rakyat susah terhimpit korupsi merajalela kuliah mahal mahasiswa pelajar demo,negatif,infrastruktur
6/27/2023,korupsi rumah tahanan lembaga anti korupsi pungutan liar terbongkarnya tindak asusila arafah fuji pm alwi ivan gunawan butet idul adha jawa pandeglang heru,negatif,kesehatan
6/27/2023,semenjak firli bahuri ketua komisi pemberantasan korupsi tujuan utamany memberantas korupsi,negatif,Polisi
6/27/2023,hebat pedeipeh korupsi nya sungguh sungguh malu,negatif,Hujatan
6/27/2023,gugatan bachtiar abdul fatah pemohon terpidana korupsi bioremediasi fiktif pt chevron pacific indonesia memprotes terkait frasa bukti permulaan te uang pasal 1 angka 14 pasal 17 pasal 21 ayat 1 kitab undang undang hukum pidana,negatif,Hukum
6/27/2023,percobaan melumpuhkan kejaksaan 2 februari 2012 gugatan dilayangkan menyasar kewenangan jaksa penyidik penuntut gugatan kejaksaan gencar gencarnya mengusut korupsi merugikan negara triliunan,negatif,kesehatan
6/27/2023,subarda menjabat direktur utama tersangka korupsi penyalahgunaan dana pt asuransi sosial angkatan bersenjata republik indonesia asabri emen pe ahanan korupsi dana asabri 1995 menyebabkan kerugian negara rupiah 410,negatif,kesehatan
6/27/2023,terdakwa korupsi mantan plt bupati mimika johannes rettob melucuti peran kejaksaan memberantas korupsi satunya kali koruptor mencoba melumpuhkan kejaksaan agung,negatif,Ekonomi
6/27/2023,cepat kali sih deni ditetapkan tersangka korupsi payment gateway prosesnya berjalan walo be aun2 dibilang oposisi cepetnya sebelah sih deni be aun2 berkeliaran tangkap,negatif,infrastruktur
6/27/2023,polisi resor sumenep tetapkan 6 tersangka dugaan korupsi pembangunan gedung dinkes,negatif,kesehatan
6/27/2023,mantan penyidik komisi pemberantasan korupsi yudi purnomo harahap memandang petugas rumah tahanan komisi pemberantasan korupsi melecehkan istri tahanan dipecat,negatif,kesehatan
6/27/2023,komisi pemberantasan korupsi membebastugaskan puluhan pegawai terlibat dugaan suap pemerasan tahanan korupsi,negatif,kesehatan
6/27/2023,praktik pungutan liar diduga rumah tahanan komisi pemberantasan korupsi dianggap wujud penurunan integritas imbas pelanggaran etik pimpinannya,negatif,kesehatan
6/27/2023,terungkapnya pungutan liar lembaga anti korupsi ironi tersendiri komisi pemberantasan korupsi permintaan maaf integritas komisi pemberantasan korupsi dinilai mengalami penurunan,negatif,kesehatan
6/27/2023,anggota dewan pengawas komisi pemberantasan korupsi syamsuddin haris puluhan pegawai terlibat pungutan liar,negatif,Polisi
6/27/2023,thread dewan pengawas komisi pemberantasan korupsi mengungkap dugaan pungutan liar rumah tahanan komisi pemberantasan korupsi mencapai rupiah 4 miliar fakta ditemukan dewas komisi pemberantasan korupsi sidang etik pelecehan salah istri tahanan,negatif,kesehatan
6/27/2023,sanksi o pringatan diulangi anaknya terjaring razia berkendara membudayakan kejahatan masyarakat membudayakan kriminal korupsi,negatif,Polisi
6/27/2023,hukuman terdakwa korupsi eks direktur askrindo disunat putusan mengurangi hukuman 6 penjara,negatif,Hujatan
6/27/2023,orang papua korupsi sbrapa dibanding orang orang tanah,negatif,Hujatan
6/27/2023,lanjutkan suruh sih denny pulang tanah air korupsi menunggunya,negatif,Hujatan
6/27/2023,wouwwwww 2 ya salah korupsi,negatif,Hujatan
6/27/2023,papua heran bikin maju2 korupsi keterbelakangan indonesia papua versi nasional maju2 korupsi,negatif,Ekonomi
6/27/2023,keretanya cepat otaknya lambat akibat keseringan makan hasil korupsi kerja otak lemot,negatif,Hujatan
6/27/2023,gubernur bupati menteri direktur jenderal direktur utama badan usaha milik negara godaannya korupsi tahta wanita gaskeun gubernur,negatif,Ekonomi
6/27/2023,dosa suap korupsi 2 hilang,negatif,Polisi
6/27/2023,pegawai pajak korupsi buk malas byar pajak,negatif,Hujatan
6/27/2023,perzinaan marak dimana perampokan korupsi disetiap kalangan lambat laun manusia berpikir cerdas aturan salah iya alquran terbukti,negatif,Ekonomi
6/27/2023,tukang korupsi membicarakan pemakjulan sih ditunggu ya pulang,negatif,Hujatan
6/27/2023,anis cerdas santun rekam jejaknya teruji jujur islamnya kuat sebelah hobi bokep korupsi e kakak tanda penduduk tukang culik agamanya lemah harapkan orang sp,negatif,Hujatan
6/27/2023,sih peragu jagonya bikin lagu menulis buku kerjanya ada korupsi hambalang salah sibuk cawe cawe sih anak nomor,negatif,Pendidikan
6/27/2023,iya selingkuh pelecehan pembunuhan begal korupsi aduh ngeri ngeri ya manusia,negatif,Hujatan
6/27/2023,proses korupsi,negatif,Hujatan
6/27/2023,hutang negera hutang badan usaha milik negara bikin proyek proyek korupsi kader ai berkuasa rakyat miskin kasih bingkisan pemilihan parah,negatif,infrastruktur
6/27/2023,komisi pemberantasan korupsi fokus papua darah maluku kabupaten kepulan tanimbar kkt tolong hormat tanimbar banya korupsi meraja lela masyarakat menilai komisi pemberantasan korupsi tidr teriakan masyarakat tanimbar,negatif,Pendidikan
6/27/2023,11000 t bu pakai rakyat terjepit ambil pajak tolong perbaiki kinerja direktur jenderal pajak tolong transparan surat pemberitahuan tahunan sih alun pajak bayar pajak korupsi,negatif,kesehatan
6/27/2023,uang kotor gampangnya uang kotor narkoba judi online korupsi indonesia negeri ada beli lukisan barbershop ada pengunjungnya cuci uang,negatif,Hujatan
6/27/2023,ganjar gayanya ra becus jejeka digital hobi ninton bokep erima duit korupsi e kakak tanda penduduk,negatif,teknologi
6/27/2023,setuju tenggelamkan ai demokrasi indonesia perjuangan sombong tukang korupsi,negatif,Hujatan
6/27/2023,korupsi salah,negatif,Hujatan
6/27/2023,tegak lurus anti korupsi,negatif,Hujatan
6/27/2023,butet sang seniman bayaran padamu ku titipkan pesan kegaduhan negeri korupsi penegakan hukum mati kemiskinan negeri diam layaknya anjing kenyang makan,negatif,kesehatan
6/27/2023,pemberantasan korupsi mustahil moral surat pemberitahuan tahunan,negatif,kesehatan
6/27/2023,uang hasil korupsi dimakan nih praktik pungutan liar rumah tahanan komisi pemberantasan korupsi menuai sorotan betapa sasaran pungutan liar tahanan korupsi ditangani lembaga antirasuah komisi pemberantasan korupsi pungutan liar,negatif,kesehatan
6/27/2023,parah korupsi indonesia,negatif,Hujatan
6/27/2023,jokowi umumkan menteri komunikasi informasi pengganti johnny plate tersandung korupsi bts 4g,negatif,Hujatan
6/27/2023,14 oppa korupsi umur,negatif,Hujatan
6/27/2023,setuju kejaksaan agung terlibat korupsi bts usut tuntas,negatif,Hujatan
6/27/2023,jokowi be ingkah aneh henti sinyal membingungkan rakyat kalah polah anaknya kaesang makai kaos kompetitor kerap ngingatkan salah pilih faktanya be anggung rakyat salah memilih presiden,netral,NaN
6/27/2023,berani mengusut persepsi pemberantasan korupsi,negatif,Polisi
6/27/2023,samakan berbeda pendapat menyamakan berbeda pendapat kaidahnya korupsi ya melawan hukum agama negara ya patut dihukum next,negatif,Hujatan
6/27/2023,ukuran serius anti korupsi,negatif,Hujatan
6/27/2023,sijunjung hasil survei indeks kepuasan masyarakat industri menengah indeks persepsi korupsi indeks prestasi kumulatif lembaga pemasyarakatan kelas iib muara sijunjung april mei 2023 kumhamsumbar kumhampasti lapassijunjung humaslamusi kumhamstory,negatif,Hujatan
6/27/2023,hukum mati undang undang menyetujui undang undang menjalankan undang undang korupsi siput lari koruptor dihukum mati,negatif,infrastruktur
6/27/2023,polisi resor sumenep tetapkan 6 orang tersangka tindak pidana korupsi gedung dinkes kantor bpmp kb 2014 memo online,negatif,infrastruktur
6/27/2023,kadrun menyukai cerita hoaks fiksi karangan kader hoaks eh sembunyi negeri ya mental tempe tersangka korupsi kasusnya mandeg menuduh orang bukti menghasut kadrun bodoh percaya karangan fiksinya,negatif,Hujatan
6/27/2023,pemerintah gencar memberantas korupsi,negatif,Ekonomi
6/27/2023,memperberat hukuman terdakwa korupsi minyak goreng lin che hai tujuh penjara kasasinya tolak majelis hakim,negatif,Ekonomi
6/27/2023,lin che hai salah terdakwa korupsi minyak goreng majelis hakim pengadilan negeri jaka a pusat hahya divonis penjara denda rp100 juta subsider sidang tingkat pengadilan pe jaksa penuntut mengajukan tuntutan 8,negatif,Hukum
6/27/2023,kejaksaan babat korupsi minyak goreng ramai isu senin malam alwi fuji cilacap sekolah dasar pandeglang isu melupakan prestasi kejaksaan berantas korupsi korupsi minyak goreng langka kejaksaan sukses menggeret pelaku hukuman setimpal,negatif,Pendidikan
6/27/2023,indikator pe umbuhan ekonomi memburuk hasil pajak a pendapatan negara subsidi kebutuhan pokok rakyat berkurang korupsi animo bayar pajak menurun,negatif,Hujatan
6/27/2023,wajarlah korupsi orang manusia berpenyakit hati suka duit haram,negatif,kesehatan
6/27/2023,korupsi wabah aturan pengawasan a penegakan hukum lemah aturan pengawasan penegakan hukum lemah orang orang menduduki posisi lini isi kompeten berintegritas pemberantasan korupsi berjalan,negatif,infrastruktur
6/27/2023,kerjanya curhat colongan main tok tok unggah video instagram twitter kerjanya korupsi kasihan duit rakyat menggajinya,negatif,Hujatan
6/27/2023,narasi menyebut jusuf hamka diseret komisi pemberantasan korupsi korupsi proyek jalan tol juni 2023 cek faktanya,negatif,infrastruktur
6/27/2023,a i khinzir islam anut bra i islam kali orang bismillah korupsi bubarkan ibadah orang fokus aneh makan babi penjara bubarkan ibadah agama penjara,negatif,Hujatan
6/27/2023,percaya angkatan 98 mahasiswa mnrn soeh o dianggap diktator kkn pmrnthan hncr zaman soeha o diktator iya kkn iya korupsi nya biadab zaman o sp berpihak rrzim dimana akal sehat nya angktn 98,negatif,Pendidikan
6/27/2023,diusut sih kayaknya korupsi,negatif,Hujatan
6/26/2023,beda tafsir ganggu orang tafsir diyakini kriminal mengganggu orang ada akibatnya orang zaitun ada teroris ketangkep majelis uhlama ukuran korupsinya korupsi ormasnya,negatif,Hujatan
6/26/2023,korupsi e kakak tanda penduduk sih hobi menonton bokep diusut komisi pemberantasan korupsi,negatif,Polisi
6/26/2023,korupsi triliunan ditangkap masak diurus,negatif,kesehatan
6/26/2023,majunya indonesia layangmedia berita beritaviral lukasenembe komisi pemberantasan korupsi tppu korupsi,negatif,Polisi
6/26/2023,dibekukan orang duit hasil korupsi duit duit korupsi surat pemberitahuan tahunan duit iseng berhadiah ketahuan kembalikan ketahuan bera i rezeki berbeda dibekukan diborgol jozz gandos,negatif,kesehatan
6/26/2023,kelebihan bayar dianggap negatif korupsi misadministrasi keuangan,negatif,Ekonomi
6/26/2023,korupsi pikir dampaknya sektor segi pemerintahan personal maju 1 langkah stuck te inggal hhhhhh,negatif,Hujatan
6/26/2023,pakai duit korupsi bansos rakyat miskin repot aneh tolol,negatif,Hujatan
6/26/2023,ada komisi pemberantasan korupsi kena korupsi menonton moto gp mandalika how bodoh can be,negatif,Polisi
6/26/2023,coba amati data badan pusat statistik 2021 dikelola terbebas praktik mafia korupsi kebocoran hasil tambang melimpah pemerintah pusing nguber2 pajak rakyat terkadang,negatif,Hukum
6/26/2023,buk evy kasih ya ada kader ai keadilan sejahtera nginfoin kecuali nafsu syahwat trik korupsi langsung percaya biar pintar bego2,negatif,teknologi
6/26/2023,kejaksaan gencar gencarnya usut korupsi bts ganti,negatif,Hujatan
6/26/2023,muda sayang ayah ayah ada kes korupsi muda sayang atok chedet atok siasat muda sayang atok daim akun daim beku muda sayang hamzah anak hamzah terlibat kes seludup minyak muda bersatu akuan bersatu beku muda ada taikun godf,negatif,Hujatan
6/26/2023,kejari banjarbaru eksekusi pembayaran uang pengganti korupsi dana hibah koni banjarbaru,negatif,Hujatan
6/26/2023,korupsi sektor pe ambangan dampak kerugian negara bicara dampak kesehatan sosial kerugian ekologis selengkapnya sayembaraa ikelopini a ikelopini,negatif,Ekonomi
6/26/2023,ai kadernya ada tersandung korupsi ai keadilan sejahtera kadernya terlibat terorisme fakta,negatif,Ekonomi
6/26/2023,ai korupsi sapi ai kebelet sange ai sampah,negatif,Hujatan
6/26/2023,hutang meroket stunting korupsi demokrasi menurun,negatif,Hujatan
6/26/2023,pemerintah rezim buruk oposisinya buruk gerombolan pembohong dungu gantian korupsi,negatif,Hujatan
6/26/2023,gerakan perubahan masyarakat hak hak fundamental rakyat gerakan perubahan pejabat era rezim diperiksa anak anak presiden dugaan dugaan korupsi tentara nasional indonesia kepolisian republik indonesia netral,negatif,Pendidikan
6/26/2023,nih mus stop reklamasi imb cukong asing kontribusi pemerintah daerah menipu berpontensi korupsi mus malu memuja sih yaman sebegitunya,negatif,Ekonomi
6/26/2023,jatah disamakan 500rb dolar amerika korupsi e kakak tanda penduduk uangnya masuk rekening,negatif,Hujatan
6/26/2023,mus cocok main twitter buzzerp calon presiden capros bahasa kalimat mu kacau kasihani keluarga mu almamater mu memberimu gelar malu sibukkan dirimu membaca menulis mengajar jalani profesimu memalukan,positif,NaN
6/26/2023,kepala bpkad pemerintah kabupaten serang ditahan kejari dugaan korupsi rupiah 400 juta,negatif,Ekonomi
6/26/2023,sehat orang korupsi bilang menjegal kriminalisasi and politisasi,negatif,Hujatan
6/26/2023,menjatuhkan orde alasan kkn korupsi berkuasa menelan ludahnya korupsi kkn kekuasaan diam kekuasaan meradang era susilo bambang yudhoyono demo menangis,negatif,kesehatan
6/26/2023,anak anwari husrina kepala dinas lingkungan hidup pandeglang tersangka korupsi bekingnya kuat,negatif,Hujatan
6/26/2023,salut ketua anti korupsi wamen berubah politisi ra genah ya menjijikkan mengkritik pemerintah maaf sesuai gelar akademisnya emaann,negatif,Hujatan
6/26/2023,orang kurun dekade jarang kibat bendera singkatnya negara toxic wkn pengelolaan pajak jelek pejabat korupsi militer penjilat sungguh menguras tenaga iseng iseng coba merdeka eh berhasil bye negara durjan,negatif,Ekonomi
6/26/2023,prketek ngibuuul korupsi berjemaah harun masiku masuk liang lahat liang teh bersma,negatif,Hujatan
6/26/2023,tolong telepon bupati bogor bilang korupsi,negatif,teknologi
6/26/2023,kejaksaan negeri lampung utara pemeriksaan 24 puluh orang saksi terkait perkara tindak pidana korupsi pupuk 2022 be balai desa sawojajar kecamatan kotabumi utara selasa 06 juni 2023 latepost,negatif,Hukum
6/26/2023,sih eks tersangka korupsi,negatif,Hujatan
6/26/2023,kejaksaan negeri lampung utara pemeriksaan 21 puluh orang saksi terkait perkara tindak pidana korupsi pupuk 2022 be balai desa sawojajar kecamatan kotabumi utara senin 05 juni 2023 latepost,negatif,Hukum
6/26/2023,ai keadilan sejahtera bajingan penipu rakyat alias koroup coba pikir daging sapi korupsi,negatif,Ekonomi
6/26/2023,jongos prabowo gaya munafiknya pakem orang terlibat hukum terlibat korupsi,negatif,Hujatan
6/26/2023,komisi pemberantasan korupsi lembaga bebas independensi dievaluasi komisi pemberantasan korupsi dibentuk be anggungjawab presiden optimistis pemberantasan korupsi efektif garis komando mengerucut media masyarakat mudah kritisi correct me if i am salah,negatif,Polisi
6/26/2023,jamaah korupsi,negatif,Hujatan
6/26/2023,perbedaan tim makan duit korupsi banya berbanding tim training jaga rapi hehe,negatif,Hujatan
6/26/2023,halo sobat cong reka bing reki terima kasih penilaian senantiasa meningkatkan pelayanan dukung meraih predikat wilayah bebas korupsi wilayah birokrasi bersih melayani,negatif,kesehatan
6/26/2023,terjun bebas salah rakyat kemarin dirjan pajak habis korupsi menggila rakyat pikir bu perbaiki internalnya sah undang undang hukuman mati pelaku korupsi,negatif,Hujatan
6/26/2023,iya ada korelasinya rumah ibadah pungutan liar korupsi,negatif,Hujatan
6/26/2023,tersangka korupsi terlapor hoaks putusan bersabda,negatif,Hujatan
6/26/2023,terdakwa suap gratifikasi gubernur papua nonaktif lukas enembe ditetapkan tersangka pencucian uang komisi pemberantasan korupsi menelusuri dugaan lukas mencuci uang hasil korupsi kasino singapura polhuk ada kompas kompas58,negatif,Polisi
6/26/2023,buzzer bermunculan fitnahnya besok bongkar ya kelakuan jaksa korupsi,negatif,Hujatan
6/26/2023,kemarin banten kadesnya korupsi nih pelecehan aduh,negatif,Hujatan
6/26/2023,82 menghasilkan bahan bakar minyak tarif dasar listrik demokrasi remuk hukum amburadul hutang menggunung korupsi merajalela,negatif,teknologi
6/26/2023,mendukung orang terindikasi korupsi berantas korupsi mentwit mengaca min,negatif,Ekonomi
6/26/2023,maksudnya ke3 ai buka 3jurusan korupsi negara kesatuan republik indonesia hebat ke3 ai ya bohong ya habis makan cumiii,negatif,Hujatan
6/26/2023,undang undang perampasan aset koruptor pembahasannya jalan ya slogan korupsi aisampah,negatif,infrastruktur
6/26/2023,serba serbi perang ukraina rusia lagu hit rusia hit indonesia ya russkiy ya jokowi ya luhuti ya psi ya korupsi ukrainerussiawar corruption aniespresidenri2024 aniespresidenku anies via,negatif,Ekonomi
6/26/2023,menteri ai koalisi paham a i korupsi mutakhir terpilih calon menteri briefing presiden presiden malas calon menteri menteri kejerat korupsi presiden lepas tangan,negatif,Ekonomi
6/26/2023,denny salah langkah tindakanmu mengumbar cerita hoaks buatanmu menjijikkan menjatuhkan wibawa menyebabkan kegaduhan tingkat sedikitpun tersisa tanda pendidik terpelajar mantan wamen be anggungjawab kabur,negatif,Hujatan
6/26/2023,besok johnny plate rekan jalani sidang perdana terkait korupsi bts 4g bakti kominfo,negatif,infrastruktur
6/26/2023,diharapkan lembaga komisi pemberantasan korupsi terkesan penjahat menangkap penjahat komisi pemberantasan korupsi menangkap pelaku korupsi penerima suap tangkap diperas tahanan dipe ahankan lembaga fresh,negatif,kesehatan
6/26/2023,pernyataan bagus situasi indonesia ditinggalkan susilo bambang yudhoyono menuntut mengejar kete inggalan infrastruktur terbengkalai puluhan pengganti jokowi korupsi diberantas,negatif,Ekonomi
6/26/2023,psi keren mari pilih psi undang undang perampasan aset undang undang pembuktian terbalik indonesia bebas korupsi,negatif,Polisi
6/26/2023,komisi pemberantasan korupsi komisi pemberantasan korupsi memamerkan hasil korupsi diduga gubernur nonaktif papua lukas enembe senilai rp81 628 693 000 ada lembaran uang dolar amerika serikat senilai usd5 100 dolar singapura sgd26 300 ld lukasenembe korupsi,negatif,Pendidikan
